Eng,Beng
There wasn't much news in last night's newspaper.,গত রাতের খবরের কাগজে বেশি খবর ছিল না।
There's no way I'm going to leave you alone here.,আমি কোনমতেই তোমাকে এখানে একলা ছেড়ে রেখে যেতে পারবো না।
This project will take at least a year to finish.,এই প্রকল্পটা শেষ হতে আরো অন্তত এক বছর লাগবে।
We might go to Australia next month to visit Tom.,আমরা হয়তো আগামী মাসে টমকে দেখতে অস্ট্রেলিয়া যেতে পারি।
Will she forgive him for forgetting her birthday?,তার জন্মদিন ভুলে যাওয়ার জন্য সে কি আমায় ক্ষমা করবে?
"You know that I don't have to do that, don't you?","তুমি জানো আমাকে এটা করতে হবে না, তাই না?"
"Why aren't you going? ""Because I don't want to.""","আপনি যাচ্ছেন না কেন? ""কারন আমি যেতে চাই না।"""
"Why aren't you going? ""Because I don't want to.""","তুমি যাচ্ছো না কেন? ""কারন আমি যেতে চাই না।"""
"At first, they were all convinced he was innocent.",প্রথমে তাঁরা নিশ্চিত ছিলেন যে তিনি নির্দোষ।
"He studies English, but he's also studying German.",তিনি ইংরেজির পাশাপাশি জার্মান ভাষা পড়াশোনা করছেন।
How did you know that I used to live in Australia?,আপনি কীভাবে জানলেন যে আমি অস্ট্রেলিয়ায় থাকতাম?
"I'm busy, but I don't think I'm as busy as Tom is.","আমি ব্যস্ত, কিন্তু আমার মনে হয় না যে আমি টমের মতো ব্যস্ত।"
